"The staff was very friendly, rooms were clean, beds were comfortable and breakfast was always good.",1
"We stayed with the hotel April 17 thru the 19,2015 and had a wonderful stay. The owner and the women who helps keep the rooms clean Dorothy were truly accommodating. We have just booked another stay from May 17 thru May 22. Clean, whirlpool room with access to the internet and cable and a DVD/CD player and shuttle bus to... More",1
"Great atmosphere and artiness. Staff was super friendly and helpful and the bar and game room made it really fun to have your friends together. The live music was a nice touch. Breakfast bar a little too snack fish on a NOLA hangover but we enjoyed the access, the accessibility and the easy to use atmosphere.So we will see you and your friends back year again for round 2 ) Thanks for sharing your experience with us and we hope to see you guys again next year.Dixie Krauss, Assistant General Manager",1
We only stayed one night but enjoyed our stay. The hotel is one of the cheaper options for decent accommodation in waikiki. Staff are super friendly and efficient. They have the right attitude for the jobs they do. Mike who sorts luggage/valet cars is great - a gem! Breakfast was not great for us but we are pretty fussy and... More,1
"Called about a month ago reserved, got a confirmation call from about 4 days prior to arrival, polite, professional and such a nice personal touch. Checked in about 8pm on a Friday night and were met by Joel who gave us our key and offered info about the Black River Falls area, breakfast area, etc. Another review/website I visited... More",1
We stay at this hotel when ever we get a chance to go to Jupiter. There are a lot of fancier hotels in Jupiter that cost a lot more money but I would still prefer to stay at this hotel. It is always clean and the staff is always friendly. They are in a fantastic location that is convenient to... More,1
We enjoyed our room at SpringHill Suites. Very clean. Very comfortable bed. Nice to have a sofa to sit and watch TV or work on our iPads. Internet was good. Breakfast had a good selection with fresh fruits along with all the usual things. Overall it was a nice stay. Our only complaint was they put us in a mobility... More,1
"We have been coming to the SeaCrest for about 35 years, and now our children and grandchildren are following the tradition. Since our grandchildren are now college age, we decided instead of giving gifts at Christmas we would take the whole family to the SeaCrest right after Christmas, which we have done now for several years.. It amounts to 5... More",1
Good: I liked that they offered a complimentary happy hour with appetizers and drinks.,1
"this is an older hotel remodeled very nicely good value for the price especially around napa valley. clean and comfortable rooms good resturaunt attached. very accessable to downtown napa resturaunts and shoppingharoldr1 - Thank you for taking the time to review our hotel. We are pleased that you enjoyed your stay with us. I'm so glad our hotel meets all your needs and we hope you come back to see us again in the near future. Sincerely, Genafer, Director of Sales",1
Wonderful place to stay. Just a short walk to everything. Very clean but remember to take the do not disturb sign off your door before 11:00 am or there is no room service. We took it off at 11:15 am and the cleaning cart was at our door when we left the room. We returned at 4:30 pm and the... More,1
"Our room was not very big, but it was clean, quiet, and comfortable. This hotel has a night watchman patrolling the grounds and it felt very safe. Parking was convenient. The staff was super friendly and helpful and the breakfast was more than adequate. The price was very good and we all felt like it was an excellent value for... More",1
"Very comfortable facility. Quiet and clean rooms. Comfortable beds, nice coffee and mini fridge in room. Nice pool and hot tub for us to relax. We enjoyed your pleasant staff and the front desk, bar and restaurant. Had a very enjoyable breakfast the next morning-Mar 26th. Dining staff was extremely friendly, made our son feel special and so happy. The... More",1
Me and my family recently stayed at the Sea Captain Resort as a last minute get away. This place is very small and quiet. They offer breakfast on the weekends. They also have free parking and Wi-Fi. The desk staff is very friendly and very helpful on things to do and places to eat. The housekeeping staff and handy man... More,1
"Great place to stay. I did a road trip with my significant other along the California coast. We started in San Francisco, spent the night in Monterey. Drove to San Simeon and stayed the night in Atascadero. A 45 minute drive from Hearst Castle. The hotel was great!! Clean and friendly staff. Great location, near the wineries and not a... More",1
